seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_CP024989.1|provirus_7137120_7182565	45446	Provirus	7137120-7182565	71	11	0.9565	NA	11	66.3827	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024989.1|provirus_4848266_4910488	62223	Provirus	4848266-4910488	111	11	0.9454	NA	8	65.6066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024989.1|provirus_5963865_6053847	89983	Provirus	5963865-6053847	122	11	0.9001	NA	6	60.5128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029193.1|provirus_5238620_5302655	64036	Provirus	5238620-5302655	86	11	0.9653	NA	8	74.4889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029193.1|provirus_997190_1086806	89617	Provirus	997190-1086806	155	11	0.9561	NA	5	86.4992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029193.1|provirus_3965331_3977741	12411	Provirus	3965331-3977741	19	11	0.9479	NA	1	22.0531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029193.1|provirus_3762798_3781001	18204	Provirus	3762798-3781001	21	11	0.8362	NA	0	5.0857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029196.1|provirus_4577267_4595654	18388	Provirus	4577267-4595654	24	11	0.9336	NA	1	29.0400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029192.1|provirus_8269920_8303638	33719	Provirus	8269920-8303638	28	11	0.9372	NA	4	26.3088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029192.1|provirus_4669376_4686125	16750	Provirus	4669376-4686125	22	11	0.8805	NA	1	22.3897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029192.1|provirus_8318691_8345029	26339	Provirus	8318691-8345029	31	11	0.8791	NA	3	12.0218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034279.1|provirus_3276357_3294475	18119	Provirus	3276357-3294475	17	11	0.8507	NA	0	4.9043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VIWT01000001.1|provirus_4172945_4215391	42447	Provirus	4172945-4215391	67	11	0.9527	NA	9	58.8646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BBNO01000004.1|provirus_312150_377941	65792	Provirus	312150-377941	83	11	0.9393	NA	7	47.7304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BDDR01000009.1|provirus_49784_63124	13341	Provirus	49784-63124	22	11	0.9193	NA	1	9.5620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BLPG01000002.1|provirus_361933_369579	7647	Provirus	361933-369579	12	11	0.9427	NA	0	14.7913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMMK01000001.1|provirus_272279_300458	28180	Provirus	272279-300458	35	11	0.8251	NA	0	8.4420	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMVB01000003.1|provirus_150675_170631	19957	Provirus	150675-170631	15	11	0.8772	NA	6	7.8971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMVI01000003.1|provirus_198066_263392	65327	Provirus	198066-263392	54	11	0.9277	NA	3	42.5745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP012749.1|provirus_4681361_4736796	55436	Provirus	4681361-4736796	80	11	0.9671	NA	12	68.9291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP012749.1|provirus_3_16156	16154	Provirus	3-16156	19	11	0.8611	NA	3	10.3912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014485.1|provirus_6584180_6638842	54663	Provirus	6584180-6638842	90	11	0.9343	NA	11	53.5723	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014485.1|provirus_5391701_5404662	12962	Provirus	5391701-5404662	17	11	0.9109	NA	0	5.9535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020410.2|provirus_2022870_2055899	33030	Provirus	2022870-2055899	40	11	0.9711	NA	6	44.9152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020410.2|provirus_1245451_1259079	13629	Provirus	1245451-1259079	22	11	0.9617	NA	3	15.2104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023690.1|provirus_3189098_3195126	6029	Provirus	3189098-3195126	7	11	0.9683	NA	1	8.2794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023690.1|provirus_3346977_3433728	86752	Provirus	3346977-3433728	106	11	0.9592	NA	20	103.4421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023690.1|provirus_1776048_1870348	94301	Provirus	1776048-1870348	158	11	0.9453	NA	5	94.1025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023690.1|provirus_5556935_5569001	12067	Provirus	5556935-5569001	19	11	0.9144	NA	1	22.3897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032549.1|provirus_2235775_2267158	31384	Provirus	2235775-2267158	38	11	0.9760	NA	6	32.5721	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_UGVH01000001.1|provirus_4495161_4506866	11706	Provirus	4495161-4506866	13	11	0.9318	NA	1	9.8303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VDLY02000013.1|provirus_105349_144250	38902	Provirus	105349-144250	63	11	0.9587	NA	11	50.9309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WING01000001.1|provirus_6255303_6267479	12177	Provirus	6255303-6267479	16	11	0.9534	NA	1	22.5362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VFMT01000001.1|provirus_3136226_3156358	20133	Provirus	3136226-3156358	25	11	0.9446	NA	1	30.7582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VFPP01000001.1|provirus_6161329_6193462	32134	Provirus	6161329-6193462	39	11	0.9536	NA	7	31.7684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VZRB01000003.1|provirus_120980_150047	29068	Provirus	120980-150047	41	11	0.9057	NA	0	12.7737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WWIP01000001.1|provirus_2194369_2257429	63061	Provirus	2194369-2257429	83	11	0.9628	NA	10	69.9587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016111.1|provirus_1775137_1819431	44295	Provirus	1775137-1819431	69	11	0.9703	NA	10	49.1949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016111.1|provirus_2361304_2408324	47021	Provirus	2361304-2408324	80	11	0.9460	NA	10	54.0317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016111.1|provirus_645503_712742	67240	Provirus	645503-712742	84	11	0.9443	NA	6	45.6335	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016111.1|provirus_617856_632864	15009	Provirus	617856-632864	20	11	0.8760	NA	0	7.9516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016582.1|provirus_243217_252512	9296	Provirus	243217-252512	13	11	0.9148	NA	0	17.6559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BBXD01000008.1|provirus_248943_292021	43079	Provirus	248943-292021	65	11	0.9619	NA	8	53.2758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BSTX01000002.1|provirus_839387_860141	20755	Provirus	839387-860141	18	11	0.9094	NA	7	16.5357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015588.1|provirus_5467422_5524760	57339	Provirus	5467422-5524760	90	11	0.9589	NA	12	78.4032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026498.1|provirus_6369661_6405537	35877	Provirus	6369661-6405537	46	11	0.9360	NA	1	23.7497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026498.1|provirus_6418350_6457089	38740	Provirus	6418350-6457089	33	11	0.7585	NA	3	6.4934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029159.1|provirus_3293851_3307733	13883	Provirus	3293851-3307733	19	11	0.9398	NA	2	25.1567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP030073.1|provirus_7318034_7360267	42234	Provirus	7318034-7360267	50	11	0.9733	NA	5	30.8633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP030930.1|provirus_4608943_4625010	16068	Provirus	4608943-4625010	20	11	0.9033	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031087.1|provirus_6114856_6152722	37867	Provirus	6114856-6152722	60	11	0.9292	NA	6	38.4955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031142.1|provirus_7980958_8035878	54921	Provirus	7980958-8035878	67	11	0.9741	NA	10	56.9943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033581.1|provirus_5154345_5200691	46347	Provirus	5154345-5200691	58	11	0.9538	NA	5	34.4641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032402.1|provirus_2683764_2728366	44603	Provirus	2683764-2728366	74	11	0.9555	NA	9	61.2995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041061.1|provirus_451127_494247	43121	Provirus	451127-494247	74	11	0.9592	NA	8	52.0925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041650.2|provirus_3250073_3276482	26410	Provirus	3250073-3276482	42	11	0.9227	NA	0	15.1690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041609.2|provirus_3935469_3991175	55707	Provirus	3935469-3991175	88	11	0.9528	NA	8	69.9819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041609.2|provirus_5756313_5781516	25204	Provirus	5756313-5781516	36	11	0.9313	NA	0	22.0842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041609.2|provirus_2874941_2901350	26410	Provirus	2874941-2901350	42	11	0.9230	NA	0	15.1690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045702.1|provirus_998589_1038863	40275	Provirus	998589-1038863	43	11	0.9795	NA	9	55.1861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045702.1|provirus_2732973_2781260	48288	Provirus	2732973-2781260	71	11	0.9792	NA	8	89.0876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046514.1|provirus_313483_351442	37960	Provirus	313483-351442	58	11	0.9790	NA	12	64.7062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046104.1|provirus_5907109_5920213	13105	Provirus	5907109-5920213	16	11	0.8935	NA	1	5.4322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046104.1|provirus_5323442_5343171	19730	Provirus	5323442-5343171	11	11	0.8814	NA	0	7.4632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP049838.1|provirus_3762167_3793649	31483	Provirus	3762167-3793649	48	11	0.9588	NA	9	45.2681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP049838.1|provirus_7073544_7128534	54991	Provirus	7073544-7128534	86	11	0.9506	NA	14	68.5291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP049838.1|provirus_5970011_5990663	20653	Provirus	5970011-5990663	24	11	0.9274	NA	1	29.0400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054519.1|provirus_794445_834012	39568	Provirus	794445-834012	56	11	0.9769	NA	8	66.1951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054521.1|provirus_1537291_1579878	42588	Provirus	1537291-1579878	58	11	0.9706	NA	8	57.8228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050693.1|provirus_4406516_4446102	39587	Provirus	4406516-4446102	57	11	0.9716	NA	10	71.9657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050693.1|provirus_6719946_6784617	64672	Provirus	6719946-6784617	93	11	0.9477	NA	8	56.9639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP051006.1|provirus_7125561_7152658	27098	Provirus	7125561-7152658	42	11	0.9357	NA	1	15.1985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP051006.1|provirus_5050859_5162138	111280	Provirus	5050859-5162138	137	11	0.9332	NA	6	77.1081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054019.1|provirus_5629329_5668564	39236	Provirus	5629329-5668564	46	11	0.9675	NA	9	52.8066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054019.1|provirus_6947064_6959623	12560	Provirus	6947064-6959623	13	11	0.7453	NA	0	4.2779	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059322.2|provirus_6098644_6144395	45752	Provirus	6098644-6144395	77	11	0.9517	NA	7	57.5851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054925.1|provirus_2909432_2940745	31314	Provirus	2909432-2940745	39	11	0.9729	NA	6	35.6488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059991.1|provirus_4860710_4881457	20748	Provirus	4860710-4881457	34	11	0.9232	NA	1	14.2773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059991.1|provirus_5279293_5298397	19105	Provirus	5279293-5298397	24	11	0.8988	NA	1	29.7163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054526.1|provirus_2502582_2542149	39568	Provirus	2502582-2542149	55	11	0.9770	NA	8	66.1951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054919.1|provirus_6138477_6178849	40373	Provirus	6138477-6178849	50	11	0.8600	NA	0	23.3116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054919.1|provirus_6103639_6125634	21996	Provirus	6103639-6125634	22	11	0.8074	NA	3	7.0386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JOHO01000013.1|provirus_82699_153831	71133	Provirus	82699-153831	90	11	0.9220	NA	5	48.6051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GL405260.1|provirus_133751_184344	50594	Provirus	133751-184344	53	11	0.9601	NA	12	49.3367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GL405260.1|provirus_1509548_1551059	41512	Provirus	1509548-1551059	52	11	0.9583	NA	6	35.2218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GL405260.1|provirus_1084585_1108904	24320	Provirus	1084585-1108904	33	11	0.9263	NA	6	22.4458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAIZHB010000004.1|provirus_308458_313708	5251	Provirus	308458-313708	9	11	0.9769	NA	0	8.9761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAKRKC020000001.1|provirus_2249244_2291173	41930	Provirus	2249244-2291173	70	11	0.9163	NA	5	39.9748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAMTDN010000001.1|provirus_5278265_5311551	33287	Provirus	5278265-5311551	44	11	0.9660	NA	6	38.9466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAMTDN010000001.1|provirus_3438224_3450131	11908	Provirus	3438224-3450131	11	11	0.8730	NA	0	7.7739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEMY010000001.1|provirus_1732024_1795518	63495	Provirus	1732024-1795518	52	11	0.9415	NA	3	34.9752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEMY010000001.1|provirus_5859254_5879662	20409	Provirus	5859254-5879662	24	11	0.9175	NA	2	23.8396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEOZ010000001.1|provirus_2996692_3031672	34981	Provirus	2996692-3031672	42	11	0.9435	NA	3	35.1352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEOZ010000001.1|provirus_3048982_3071473	22492	Provirus	3048982-3071473	25	11	0.9419	NA	4	15.3866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEOZ010000001.1|provirus_5833924_5853803	19880	Provirus	5833924-5853803	25	11	0.9134	NA	1	30.7582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEQN010000001.1|provirus_9350439_9399607	49169	Provirus	9350439-9399607	51	11	0.9478	NA	3	47.0352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEQN010000001.1|provirus_5854657_5868974	14318	Provirus	5854657-5868974	22	11	0.9176	NA	1	22.3897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEQN010000001.1|provirus_9269719_9295394	25676	Provirus	9269719-9295394	28	11	0.9048	NA	1	7.0624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEQN010000001.1|provirus_9191662_9239965	48304	Provirus	9191662-9239965	81	11	0.8911	NA	2	22.9693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JASOOI010000022.1|provirus_1_12864	12864	Provirus	1-12864	14	11	0.9482	NA	0	14.4394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUALC010000070.1|provirus_5804392_5821110	16719	Provirus	5804392-5821110	17	11	0.8875	NA	0	10.6842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_003155.5|provirus_6671598_6713002	41405	Provirus	6671598-6713002	62	11	0.9648	NA	7	35.7228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP022574.1|provirus_3602778_3608953	6176	Provirus	3602778-3608953	12	11	0.9310	NA	1	6.6330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP022574.1|provirus_3244169_3269662	25494	Provirus	3244169-3269662	35	11	0.9062	NA	2	11.7778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP022574.1|provirus_2482405_2491820	9416	Provirus	2482405-2491820	15	11	0.8677	NA	1	9.3733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AQUL01000001.1|provirus_4137400_4168290	30891	Provirus	4137400-4168290	50	11	0.9494	NA	8	34.1806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BCWH01000002.1|provirus_1057605_1070661	13057	Provirus	1057605-1070661	21	11	0.9646	NA	2	12.5312	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BCWH01000002.1|provirus_1602104_1655615	53512	Provirus	1602104-1655615	82	11	0.9644	NA	10	65.2784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNBS01000001.1|provirus_276336_291027	14692	Provirus	276336-291027	29	11	0.9311	NA	1	12.5610	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNEH01000005.1|provirus_6014467_6060014	45548	Provirus	6014467-6060014	72	11	0.9481	NA	5	51.5889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054520.1|provirus_2502602_2542170	39569	Provirus	2502602-2542170	56	11	0.9760	NA	8	66.1951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084012.1|provirus_883799_919198	35400	Provirus	883799-919198	56	11	0.9799	NA	12	64.7052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084012.1|provirus_1804739_1845109	40371	Provirus	1804739-1845109	60	11	0.9688	NA	10	54.8695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080647.1|provirus_7035595_7068247	32653	Provirus	7035595-7068247	41	11	0.9468	NA	3	38.1862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080647.1|provirus_6977965_7002182	24218	Provirus	6977965-7002182	25	11	0.9294	NA	4	16.7776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP089216.1|provirus_529812_538551	8740	Provirus	529812-538551	12	11	0.9247	NA	3	8.5725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP098609.1|provirus_5558477_5605328	46852	Provirus	5558477-5605328	72	11	0.9632	NA	10	64.3388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101397.1|provirus_892006_908078	16073	Provirus	892006-908078	20	11	0.8975	NA	1	24.0716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP114903.1|provirus_3085386_3102031	16646	Provirus	3085386-3102031	20	11	0.9094	NA	0	8.1909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP114903.1|provirus_4789045_4809463	20419	Provirus	4789045-4809463	24	11	0.7181	NA	0	8.4510	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP120712.1|provirus_2187388_2219154	31767	Provirus	2187388-2219154	48	11	0.9697	NA	9	33.9170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP122566.1|provirus_1519273_1562149	42877	Provirus	1519273-1562149	53	11	0.9761	NA	12	47.7865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP122566.1|provirus_1092850_1128902	36053	Provirus	1092850-1128902	53	11	0.9717	NA	9	40.9202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP122566.1|provirus_755887_794786	38900	Provirus	755887-794786	55	11	0.9678	NA	11	44.4407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP124545.1|provirus_3312268_3324201	11934	Provirus	3312268-3324201	14	11	0.9748	NA	2	9.9369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP129125.1|provirus_2174882_2185985	11104	Provirus	2174882-2185985	16	11	0.7637	NA	0	3.7759	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP134877.1|provirus_3163646_3209565	45920	Provirus	3163646-3209565	80	11	0.9478	NA	9	62.7146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_DS999644.1|provirus_2194369_2257429	63061	Provirus	2194369-2257429	83	11	0.9628	NA	10	69.9587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMUN01000002.1|provirus_2_19701	19700	Provirus	2-19701	30	11	0.9732	NA	6	25.8760	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BOOV01000005.1|provirus_158686_217898	59213	Provirus	158686-217898	84	11	0.9665	NA	8	44.6052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WIXO01000001.1|provirus_3236262_3327734	91473	Provirus	3236262-3327734	120	11	0.9415	NA	8	79.5082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WIXO01000001.1|provirus_2363858_2378855	14998	Provirus	2363858-2378855	20	11	0.9019	NA	1	24.5816	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WWGV01000033.1|provirus_356455_372523	16069	Provirus	356455-372523	20	11	0.8691	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WWJE01000051.1|provirus_262380_294016	31637	Provirus	262380-294016	38	11	0.9441	NA	2	31.3975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WWJE01000051.1|provirus_230450_251622	21173	Provirus	230450-251622	23	11	0.9160	NA	2	11.9657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016800.1|provirus_1857741_1871022	13282	Provirus	1857741-1871022	18	11	0.9626	NA	3	14.5998	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016799.1|provirus_177117_210894	33778	Provirus	177117-210894	44	11	0.9732	NA	7	47.4176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_016799.1|provirus_1886598_1900160	13563	Provirus	1886598-1900160	21	11	0.9724	NA	3	21.2163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
