seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_LIPG01000009.1	156726	No terminal repeats	141	11	0.9863	NA	0	8.0442	NA	NF033476;NF033105;NF033105;NF012174;NF033129
NZ_LIPN01000329.1	7389	No terminal repeats	5	11	0.9592	NA	0	3.0448	NA	NA
NZ_LIQQ01000837.1	4591	No terminal repeats	5	11	0.8513	NA	0	1.2626	NA	NF033068
NZ_LIRJ01000382.1	20920	No terminal repeats	16	11	0.9570	NA	0	3.6527	NA	NA
NZ_LIRL01000054.1	29193	No terminal repeats	31	11	0.9879	NA	0	8.2717	NA	NA
NZ_LIVV01000012.1	198667	No terminal repeats	173	11	0.9837	NA	0	1.6010	NA	NF033145;NF033068
NZ_JAVCWJ010000016.1	138388	No terminal repeats	108	11	0.9891	NA	2	40.4839	NA	NF040874
NZ_JAVFVW010000102.1	9777	No terminal repeats	9	11	0.9736	NA	0	2.9530	NA	NA
NZ_JAVRFH010000055.1	46989	No terminal repeats	43	11	0.9808	NA	2	0.5039	MOBP1	NA
NZ_JH941049.1	191758	No terminal repeats	194	11	0.9758	NA	0	3.9650	NA	NF040874;NF012174;NF038208;NF000402;NF033129
NZ_JNYZ01000022.1	137413	No terminal repeats	137	11	0.9707	NA	1	6.3621	NA	NF012178;NF012174
NZ_JOCR01000022.1	105917	No terminal repeats	78	11	0.9393	NA	0	3.6656	NA	NF000241
NZ_JODS01000017.1	231502	No terminal repeats	169	11	0.9630	NA	0	5.5377	NA	NF033156;NF000373;NF033135;NF000137;NF012174;NF012174
NZ_JPGU01000048.1	32936	No terminal repeats	29	11	0.9446	NA	0	4.7661	NA	NA
NZ_JPVS01000009.1	53869	No terminal repeats	49	11	0.8666	NA	0	2.3568	NA	NA
NZ_LAKD02000094.1	42545	No terminal repeats	13	11	0.9460	NA	0	3.0830	NA	NA
NZ_LFCW01000014.1	172458	No terminal repeats	142	11	0.9853	NA	0	26.6916	NA	NA
NZ_LGCS01000283.1	70581	No terminal repeats	52	11	0.9608	NA	0	6.3494	NA	NA
NZ_LGSP01000003.1	231279	No terminal repeats	186	11	0.9809	NA	1	15.8593	NA	NF000241;NF012174;NF012178
NZ_LGUV01000020.1	13673	No terminal repeats	14	11	0.7690	NA	0	0.1038	NA	NA
NZ_LGUV01000389.1	32864	No terminal repeats	35	11	0.9788	NA	0	0.2839	NA	NA
NZ_LIQU01000084.1	57166	No terminal repeats	57	11	0.9197	NA	0	4.4807	NA	NF033088;NF000373;NF033144;NF000241
NZ_LRTS01000472.1	48473	No terminal repeats	43	11	0.9810	NA	0	4.9153	NA	NA
NZ_MAQZ01000101.1	26316	No terminal repeats	23	11	0.9176	NA	0	1.8508	NA	NA
NZ_MRUJ01000303.1	7887	No terminal repeats	6	11	0.9708	NA	0	2.1259	NA	NA
NZ_MUNI01000192.1	36949	No terminal repeats	33	11	0.9854	NA	2	9.3982	MOBP1	NF033083
NZ_QGMR01000948.1	51521	No terminal repeats	58	11	0.9875	NA	1	11.6215	NA	NA
NZ_QHKK01000014.1	84647	No terminal repeats	89	11	0.9905	NA	4	26.3360	NA	NA
NZ_QLMT01000047.1	20026	No terminal repeats	20	11	0.8984	NA	0	8.4180	NA	NF012174
NZ_QLMS01000062.1	16579	No terminal repeats	15	11	0.8837	NA	0	6.9693	NA	NA
NZ_QWFA01000001.1	124967	No terminal repeats	99	11	0.9807	NA	5	1.6342	MOBP1;MOBP1	NA
NZ_SHSB01000034.1	13391	No terminal repeats	12	11	0.8418	NA	0	1.6628	NA	NA
NZ_SMKP01000102.1	35953	No terminal repeats	37	11	0.8965	NA	0	2.8101	NA	NA
NZ_VJWX01000007.1	45601	No terminal repeats	54	11	0.9871	NA	0	18.4739	NA	NA
NZ_VSZQ01000066.1	33932	No terminal repeats	36	11	0.9808	NA	2	3.3067	MOBP1	NF033068
NZ_JNWU01000004.1	417458	No terminal repeats	386	11	0.9815	NA	5	0.4961	MOBP1;MOBP1;T_virB9	NF000402;NF033134;NF033068;NF033083
NZ_JNYO01000063.1	36996	No terminal repeats	37	11	0.9837	NA	0	2.4173	NA	NA
NZ_JOAI01000088.1	11785	No terminal repeats	15	11	0.9858	NA	0	2.4865	NA	NA
NZ_JOAE01000022.1	90283	No terminal repeats	72	11	0.9845	NA	2	1.3081	MOBP1	NF012178;NF033476
NZ_JOBS01000026.1	106098	No terminal repeats	78	11	0.9406	NA	0	3.6656	NA	NF000241
NZ_JOBT01000383.1	24179	No terminal repeats	25	11	0.9785	NA	0	2.3152	NA	NA
NZ_JOBV01000039.1	68772	No terminal repeats	50	11	0.9543	NA	0	3.6539	NA	NF000241
NZ_JOCL01000028.1	105995	No terminal repeats	78	11	0.9407	NA	0	3.6656	NA	NF000241
NZ_JODV01000035.1	15105	No terminal repeats	14	11	0.9723	NA	0	1.5413	NA	NA
NZ_JOFU01000055.1	45834	No terminal repeats	49	11	0.9798	NA	0	2.7657	NA	NA
NZ_JOHU01000065.1	15422	No terminal repeats	15	11	0.9935	NA	0	5.3117	NA	NF033083;NF012174
NZ_JOHZ01000010.1	156383	No terminal repeats	146	11	0.8948	NA	0	6.6581	NA	NF000095;NF033117;NF000095;NF012174;NF012174;NF033068;NF000373;NF000496
NZ_JOIY01000034.1	131449	No terminal repeats	118	11	0.9728	NA	0	3.7432	NA	NF033135;NF033135;NF033145;NF000095
NZ_JOJE01000049.1	55552	No terminal repeats	46	11	0.9737	NA	2	1.2411	MOBP1	NA
NZ_JPHT01000016.1	104228	No terminal repeats	82	11	0.9647	NA	0	4.0876	NA	NF012174
NZ_JUJA01000068.1	22543	No terminal repeats	25	11	0.9771	NA	0	4.5076	NA	NA
NZ_KB895858.1	55913	No terminal repeats	59	11	0.9835	NA	0	16.3723	T_virB11	NA
NZ_KB905395.1	84271	No terminal repeats	81	11	0.9881	NA	3	16.8734	MOBP1	NA
NZ_KB905433.1	9184	No terminal repeats	8	11	0.9514	NA	0	3.1399	NA	NA
NZ_KB911622.1	59666	No terminal repeats	54	11	0.9923	NA	3	26.2610	NA	NF033068
NZ_KL571088.1	49768	No terminal repeats	45	11	0.9643	NA	0	2.7383	NA	NA
NZ_KV789112.1	12155	ITR	10	11	0.7215	NA	0	0.0000	NA	NA
NZ_LEKI01000032.1	43456	No terminal repeats	40	11	0.9081	NA	0	3.2117	NA	NF033129
NZ_LGCR01000267.1	106617	No terminal repeats	94	11	0.9609	NA	0	1.6062	NA	NF000025;NF012178
NZ_LGCU01000091.1	104060	No terminal repeats	77	11	0.9433	NA	0	3.8455	NA	NA
NZ_LGCW01000103.1	91071	No terminal repeats	74	11	0.9412	NA	0	1.0135	NA	NF000241
NZ_LGCV01000352.1	64848	No terminal repeats	74	11	0.9881	NA	0	13.3848	NA	NF040874
NZ_LJFZ01000061.1	11638	DTR	11	11	0.9498	NA	0	2.6338	NA	NA
NZ_LYDV01000250.1	25082	No terminal repeats	23	11	0.9780	NA	0	3.4362	NA	NF033068;NF000373
NZ_MASU01000004.1	38734	No terminal repeats	35	11	0.7580	NA	0	0.8191	NA	NF000088
NZ_MBLP01000087.1	19419	No terminal repeats	20	11	0.9782	NA	0	5.3306	NA	NA
NZ_MIFZ01000304.1	46925	No terminal repeats	30	11	0.9283	NA	0	4.2635	NA	NA
NZ_MKJY01000110.1	66781	No terminal repeats	85	11	0.9791	NA	5	12.9698	MOBP1	NF033083
NZ_MOMD01000032.1	101860	No terminal repeats	83	11	0.9599	NA	0	5.9501	NA	NF012174
NZ_MSEA01000105.1	28123	No terminal repeats	25	11	0.8505	NA	0	0.0408	NA	NF000272
NZ_MTHF01000061.1	30910	No terminal repeats	25	11	0.9571	NA	0	0.2397	NA	NF000088
NZ_MUMH01000029.1	105724	No terminal repeats	115	11	0.9765	NA	0	9.9381	T_virB11	NF033105
NZ_MWIG01000239.1	29504	No terminal repeats	30	11	0.8951	NA	0	1.2496	NA	NA
NZ_JOAW01000148.1	21659	No terminal repeats	22	11	0.9685	NA	0	3.5808	NA	NF033068;NF033134
NZ_JOAZ01000018.1	147111	No terminal repeats	136	11	0.9846	NA	2	5.1182	MOBP1	NF033145;NF033145;NF000095
NZ_JOBD01000050.1	44695	No terminal repeats	46	11	0.9854	NA	0	7.4186	NA	NF000051;NF033134
NZ_JOBN01000025.1	105982	No terminal repeats	78	11	0.9405	NA	0	3.6656	NA	NF000241
NZ_JOCC01000028.1	105917	No terminal repeats	78	11	0.9393	NA	0	3.6656	NA	NF000241
NZ_JOCE01000032.1	86253	No terminal repeats	70	11	0.9895	NA	1	18.8277	NA	NA
NZ_JOCF01000035.1	89485	No terminal repeats	81	11	0.7119	NA	0	5.2234	NA	NF012178;NF000095
NZ_JOEH01000047.1	55982	No terminal repeats	58	11	0.9867	NA	2	17.0974	NA	NF033068
NZ_JOHL01000040.1	65087	No terminal repeats	64	11	0.9688	NA	0	1.8628	NA	NA
NZ_JOIS01000066.1	50701	No terminal repeats	45	11	0.9752	NA	0	7.9053	NA	NF033129
NZ_JOIU01000011.1	401347	No terminal repeats	379	11	0.9861	NA	1	32.6469	NA	NF033105;NF000051;NF012165;NF000088;NF000095;NF000027
NZ_JOIY01000012.1	155854	No terminal repeats	136	11	0.7863	NA	0	0.9267	NA	NF012178
NZ_JOJJ01000025.1	121796	No terminal repeats	92	11	0.9372	NA	0	2.3313	NA	NF000241
NZ_KQ948484.1	77782	No terminal repeats	72	11	0.9830	NA	0	8.9412	NA	NA
NZ_LBNJ01000151.1	11038	No terminal repeats	8	11	0.9813	NA	0	2.6698	NA	NA
NZ_LBNW01000088.1	56208	No terminal repeats	41	11	0.9530	NA	0	1.9762	NA	NF033068;NF033117
NZ_LEKI01000009.1	74728	No terminal repeats	60	11	0.9882	NA	0	1.9164	NA	NF033068
NZ_LGCQ01000136.1	105907	No terminal repeats	79	11	0.8027	NA	0	0.4347	NA	NA
NZ_LGCT01000117.1	103917	No terminal repeats	77	11	0.9437	NA	0	3.8455	NA	NA
NZ_LGCV01000230.1	74865	No terminal repeats	60	11	0.8143	NA	0	0.0840	NA	NA
NZ_LGDJ01000146.1	63124	No terminal repeats	64	11	0.9889	NA	1	11.1678	NA	NF033068
NZ_LGDP01000118.1	112018	No terminal repeats	121	11	0.9894	NA	2	36.2911	NA	NA
NZ_LGDZ01000001.1	354732	No terminal repeats	339	11	0.9848	NA	1	23.1884	NA	NF000027;NF000095;NF000088;NF000051
NZ_LIPP01000159.1	86935	No terminal repeats	97	11	0.9886	NA	0	1.7033	T_virB11	NA
NZ_LIPS01000347.1	46462	No terminal repeats	45	11	0.9851	NA	2	1.0061	MOBP1	NA
NZ_LIQQ01000011.1	79223	No terminal repeats	80	11	0.9781	NA	0	2.0461	NA	NF033068;NF038208;NF038208
NZ_LRTM01000596.1	68308	No terminal repeats	61	11	0.9874	NA	0	7.3813	NA	NA
NZ_LRTN01000609.1	69943	No terminal repeats	63	11	0.9889	NA	0	9.8689	NA	NA
NZ_LZIS01000095.1	137694	No terminal repeats	124	11	0.9619	NA	0	9.3399	NA	NF033145
NZ_MBLO01000085.1	23623	No terminal repeats	14	11	0.9901	NA	0	9.2632	NA	NA
NZ_MBLO01000062.1	35033	No terminal repeats	27	11	0.9827	NA	0	2.7848	NA	NA
NZ_MQUP01000036.1	56202	No terminal repeats	66	11	0.9833	NA	0	7.2310	T_virB11	NA
NZ_MSEA01000248.1	3509	No terminal repeats	4	11	0.9457	NA	0	1.3837	NA	NA
NZ_MUAX01000141.1	5729	No terminal repeats	5	11	0.7037	NA	0	0.5110	NA	NA
NZ_QHJN01000101.1	30459	No terminal repeats	31	11	0.9801	NA	0	12.6320	T_virB11	NF033068
NZ_QLMX01000049.1	20123	No terminal repeats	19	11	0.8931	NA	0	6.3756	NA	NF012174
NZ_QLNA01000023.1	47802	No terminal repeats	44	11	0.9033	NA	0	3.7642	NA	NF012174
NZ_JOGU01000027.1	74864	No terminal repeats	71	11	0.9914	NA	2	20.3430	NA	NA
NZ_LDZX01000018.1	163017	No terminal repeats	138	11	0.9868	NA	0	22.0527	NA	NA
NZ_LGEB01000077.1	33887	No terminal repeats	32	11	0.9713	NA	0	6.4142	NA	NA
NZ_LIQW01000317.1	14851	No terminal repeats	16	11	0.9787	NA	0	3.2133	NA	NF033083
NZ_LRTO01000515.1	68446	No terminal repeats	61	11	0.9876	NA	0	7.3813	NA	NA
NZ_MASW01000019.1	18120	No terminal repeats	21	11	0.9771	NA	0	3.4268	NA	NA
NZ_MDCQ01000235.1	16995	No terminal repeats	12	11	0.9801	NA	0	2.8158	NA	NA
NZ_MUMK01000026.1	51955	No terminal repeats	56	11	0.9604	NA	0	5.4548	NA	NF012174
NZ_NEUC01000246.1	35688	No terminal repeats	33	11	0.8871	NA	0	4.1082	NA	NA
NZ_QLNE01000057.1	16291	No terminal repeats	16	11	0.7905	NA	0	4.2094	NA	NA
NZ_RPSC01000011.1	295125	No terminal repeats	184	11	0.9613	NA	0	7.5179	NA	NF033105;NF033144;NF000051
NZ_SMJW01000309.1	8292	No terminal repeats	10	11	0.9920	NA	0	6.4966	NA	NA
NZ_UAVD01000052.1	322524	No terminal repeats	276	11	0.9861	NA	2	12.2810	NA	NF012174;NF000225;NF000373;NF000052;NF000373
NZ_JZWY01000827.1	6650	No terminal repeats	10	11	0.9855	NA	0	0.3871	NA	NA
NZ_KB893723.1	105190	No terminal repeats	95	11	0.9638	NA	1	2.5288	NA	NA
NZ_KB896425.1	16128	No terminal repeats	17	11	0.9073	NA	0	1.4168	NA	NA
NZ_KB898432.1	56775	No terminal repeats	60	11	0.9728	NA	0	0.4075	NA	NF000095
NZ_KB906860.1	287095	No terminal repeats	252	11	0.9878	NA	4	21.4777	NA	NF038208;NF033068;NF012174;NF033129;NF033129
NZ_KL571674.1	63681	No terminal repeats	58	11	0.9444	NA	0	3.6576	T_virB11	NF033068
NZ_KZ626881.1	73604	No terminal repeats	78	11	0.9759	NA	0	8.5757	NA	NF000088
NZ_LAVK01000169.1	15688	No terminal repeats	19	11	0.9800	NA	0	6.6503	NA	NA
NZ_LGDB01000217.1	99476	No terminal repeats	90	11	0.8835	NA	0	1.3032	NA	NF000051;NF000222;NF000108;NF012178
NZ_LIPQ01000116.1	20766	No terminal repeats	12	11	0.9594	NA	0	1.2541	NA	NA
NZ_LR584194.1	6255	No terminal repeats	4	11	0.9576	NA	0	1.7183	NA	NA
NZ_LRSS01000538.1	59076	No terminal repeats	59	11	0.9884	NA	0	8.7468	NA	NA
NZ_LRTK01000125.1	13555	No terminal repeats	15	11	0.9638	NA	0	3.6574	NA	NA
NZ_LWHK01000087.1	9285	No terminal repeats	9	11	0.9691	NA	0	1.9654	NA	NA
NZ_LZHY01000036.1	37840	No terminal repeats	32	11	0.9922	NA	1	7.6546	NA	NA
NZ_MBLO01000043.1	48749	No terminal repeats	46	11	0.9798	NA	0	4.6199	NA	NA
NZ_MKJY01000069.1	19171	No terminal repeats	25	11	0.9793	NA	0	11.4779	NA	NF033068
NZ_MLYO01000081.1	108884	No terminal repeats	110	11	0.9791	NA	0	6.1018	NA	NF012171;NF033135;NF033134;NF012178;NF000241
NZ_MUAY01000685.1	5429	No terminal repeats	7	11	0.7736	NA	0	0.8159	NA	NA
NZ_MUML01000149.1	21560	No terminal repeats	21	11	0.9453	NA	0	2.1732	NA	NA
NZ_MZMM01000003.1	94184	No terminal repeats	119	11	0.9787	NA	1	22.6781	NA	NF012174
NZ_JZKH01000061.1	48991	No terminal repeats	51	11	0.9863	NA	2	21.3951	NA	NA
NZ_KB894463.1	17947	No terminal repeats	21	11	0.9879	NA	3	12.3865	NA	NA
NZ_KB900192.1	16109	No terminal repeats	17	11	0.9230	NA	0	1.4168	NA	NA
NZ_KQ948000.1	51170	No terminal repeats	49	11	0.9858	NA	0	8.9653	NA	NA
NZ_KQ948388.1	22782	No terminal repeats	24	11	0.9872	NA	0	6.7669	NA	NA
NZ_LFMD02000020.1	6263	No terminal repeats	6	11	0.9181	NA	0	1.3837	NA	NA
NZ_LGCP01000128.1	103931	No terminal repeats	77	11	0.9437	NA	0	3.8455	NA	NA
NZ_LGCR01000082.1	104049	No terminal repeats	77	11	0.9436	NA	0	3.8455	NA	NA
NZ_LGDD01000234.1	204258	No terminal repeats	191	11	0.9083	NA	0	1.2024	NA	NF000025;NF033085;NF012178;NF033117;NF033103;NF033134
NZ_LGDM01000282.1	50457	No terminal repeats	50	11	0.9826	NA	0	12.3212	NA	NF012178
NZ_LGKG01000156.1	65919	No terminal repeats	45	11	0.9352	NA	0	4.5156	NA	NF012174;NF033068
NZ_LIQQ01000012.1	37203	No terminal repeats	35	11	0.9742	NA	0	6.7394	NA	NF038208
NZ_LIRK01000003.1	42393	No terminal repeats	38	11	0.7589	NA	0	3.0423	NA	NA
NZ_LIRL01000189.1	38065	No terminal repeats	33	11	0.9560	NA	0	5.1020	NA	NA
NZ_LIWB01000026.1	81048	No terminal repeats	90	11	0.9848	NA	0	19.9615	NA	NA
NZ_LLZU01000025.1	141105	No terminal repeats	120	11	0.9407	NA	0	1.9250	NA	NF038306;NF012174;NF038208
NZ_LMTQ02000067.1	19887	No terminal repeats	20	11	0.9897	NA	0	9.6931	NA	NA
NZ_LMWF01000140.1	103901	No terminal repeats	77	11	0.9436	NA	0	3.8455	NA	NA
NZ_LR723002.1	26307	No terminal repeats	24	11	0.9592	NA	0	1.9965	NA	NA
NZ_LRQW01000491.1	68268	No terminal repeats	61	11	0.9877	NA	0	7.3813	NA	NA
NZ_LRTM01000164.1	19427	No terminal repeats	20	11	0.9672	NA	0	0.7711	NA	NA
NZ_MAGP01000093.1	184319	No terminal repeats	156	11	0.9700	NA	0	2.3851	NA	NA
NZ_MECL01000183.1	14843	No terminal repeats	13	11	0.9702	NA	0	3.8660	NA	NA
NZ_MOMD01000058.1	43476	No terminal repeats	51	11	0.9408	NA	0	3.8311	NA	NA
NZ_MQUS01000022.1	162810	No terminal repeats	167	11	0.9859	NA	0	34.1259	NA	NF033068;NF012178;NF033088;NF033156;NF000241
NZ_MRUJ01000157.1	13373	No terminal repeats	12	11	0.9807	NA	0	3.0786	NA	NA
NZ_MUME01000369.1	7337	No terminal repeats	8	11	0.9883	NA	0	4.3446	NA	NA
NZ_MUMG01000051.1	34375	No terminal repeats	41	11	0.9806	NA	0	0.3519	T_virB11	NF000014
NZ_MVDM01000061.1	18162	No terminal repeats	17	11	0.9828	NA	0	1.8311	NA	NA
NZ_NNBM01000006.1	519982	No terminal repeats	467	11	0.9795	NA	0	32.4790	NA	NF033134;NF000027;NF012178;NF033135;NF033476;NF012178;NF000025;NF033476;NF000496
NZ_NTGX01000135.1	20764	No terminal repeats	17	11	0.7355	NA	0	0.0252	NA	NA
NZ_PSTW01000024.1	41901	No terminal repeats	38	11	0.7805	NA	0	0.4705	NA	NF012174
NZ_KN549170.1	58599	ITR	63	11	0.9888	NA	6	4.9549	MOBP1;MOBP1;MOBP1	NF033068
NZ_KQ257821.1	418591	No terminal repeats	368	11	0.9447	NA	0	0.5188	NA	NF000025;NF033134;NF012174;NF012174;NF012174;NF012174;NF033134
NZ_KV786110.1	21781	No terminal repeats	17	11	0.8403	NA	0	0.3798	NA	NA
NZ_LATD01000202.1	13690	No terminal repeats	15	11	0.9905	NA	0	3.5728	NA	NA
NZ_LBNJ01000327.1	40925	No terminal repeats	34	11	0.9764	NA	0	3.0315	NA	NA
NZ_LGCS01000239.1	106560	No terminal repeats	94	11	0.9623	NA	0	1.6062	NA	NF000025;NF012178
NZ_LGDX01000343.1	41065	No terminal repeats	37	11	0.9664	NA	0	7.2925	NA	NA
NZ_LGKG01000138.1	108291	No terminal repeats	101	11	0.9866	NA	0	10.3931	NA	NF000051
NZ_LGUY01000168.1	103917	No terminal repeats	77	11	0.9437	NA	0	3.8455	NA	NA
NZ_LR732676.1	11971	No terminal repeats	11	11	0.9910	NA	0	5.4910	NA	NA
NZ_MBDH01000021.1	118013	No terminal repeats	107	11	0.9854	NA	0	7.9797	NA	NF000402;NF033085;NF033103;NF033135
NZ_MIFZ01000117.1	21024	No terminal repeats	22	11	0.9555	NA	0	2.0998	NA	NA
NZ_MOME01000035.1	55465	No terminal repeats	60	11	0.9890	NA	0	20.9916	NA	NA
NZ_MQMK01000505.1	29554	No terminal repeats	31	11	0.9855	NA	0	14.6724	T_virB11	NA
NZ_MSEA01000410.1	11187	No terminal repeats	9	11	0.9625	NA	0	2.9530	NA	NA
NZ_MUNB01000444.1	6183	No terminal repeats	5	11	0.7653	NA	0	0.5110	NA	NA
NZ_MWQN01000005.1	357556	No terminal repeats	347	11	0.9805	NA	2	27.4183	NA	NF033068;NF033068;NF033068
NZ_NTHH01000140.1	17779	No terminal repeats	15	11	0.8691	NA	0	2.4385	NA	NA
NZ_ONLN01000080.1	7315	No terminal repeats	7	11	0.7335	NA	0	0.7109	NA	NA
NZ_PPHF01000174.1	40654	No terminal repeats	37	11	0.9648	NA	0	3.8817	NA	NA
NZ_RZUG01000019.1	50006	No terminal repeats	45	11	0.9632	NA	1	5.2592	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_VMNW02000010.1	153700	No terminal repeats	144	11	0.8660	NA	0	3.9707	NA	NF000025;NF012174;NF012174;NF012174
NZ_VSDL01000010.1	176357	No terminal repeats	159	11	0.9732	NA	0	0.5517	NA	NF033117;NF012178;NF012178;NF033105
NZ_LOSR01000178.1	273141	No terminal repeats	248	11	0.9808	NA	0	20.9360	NA	NF000496;NF000496;NF000487;NF033135;NF033476;NF033135
NZ_LRQV01000013.1	83268	No terminal repeats	67	11	0.9153	NA	0	2.4570	NA	NF000493
NZ_LRTQ01000075.1	49629	No terminal repeats	45	11	0.9883	NA	2	5.0852	MOBP1	NA
NZ_LWLA01000020.1	99272	No terminal repeats	70	11	0.9818	NA	0	5.2405	NA	NF012174
NZ_MAQZ01000064.1	89845	No terminal repeats	99	11	0.9523	NA	0	1.9490	NA	NF012174;NF033134
NZ_OCNE01000034.1	25561	No terminal repeats	12	11	0.9101	NA	0	2.6929	NA	NA
NZ_QFBD02000006.1	459751	No terminal repeats	372	11	0.9727	NA	1	11.0625	NA	NF033068;NF033075;NF012178;NF012174;NF000241
NZ_QMIN01000108.1	25088	No terminal repeats	22	11	0.9283	NA	0	1.4639	NA	NA
NZ_RDBJ01000078.1	42791	No terminal repeats	32	11	0.9902	NA	3	17.6862	NA	NA
NZ_SCDQ01000419.1	5547	No terminal repeats	4	11	0.9304	NA	0	1.1944	NA	NF012178
NZ_SPBA01000130.1	369558	No terminal repeats	356	11	0.9830	NA	0	23.8852	NA	NF012174;NF000095;NF040874;NF033085;NF033068;NF033156;NF000402;NF012174;NF000469
NZ_LRQX01000567.1	64064	No terminal repeats	61	11	0.9878	NA	0	7.1677	NA	NA
NZ_LRTR01000758.1	85965	No terminal repeats	80	11	0.9875	NA	2	16.6827	MOBP1	NA
NZ_MZMN01000004.1	141973	No terminal repeats	170	11	0.9823	NA	3	46.8303	MOBC	NF012174
NZ_NTGY01000147.1	20774	No terminal repeats	17	11	0.7516	NA	0	0.0252	NA	NA
NZ_PDES01000006.1	495910	No terminal repeats	426	11	0.9823	NA	0	7.5328	NA	NF012178;NF012178;NF033068;NF000025;NF033134
NZ_POTX01000071.1	24414	No terminal repeats	22	11	0.9731	NA	0	1.4895	NA	NF033068
NZ_PYBW01000014.1	76443	No terminal repeats	37	11	0.9187	NA	0	3.0942	NA	NA
NZ_QHHZ01000004.1	574591	No terminal repeats	508	11	0.9200	NA	1	11.3484	NA	NF000493;NF033135;NF033156;NF033135;NF012178;NF000402;NF033135;NF000125;NF033134;NF000051;NF000095;NF033114;NF033135;NF033115;NF000025;NF033135;NF033105;NF012178;NF012178;NF033135;NF033134;NF000088;NF033105
NZ_QNFZ01001035.1	20788	No terminal repeats	26	11	0.9655	NA	0	0.6755	NA	NF033068
NZ_QPFC01000014.1	5433	No terminal repeats	3	11	0.8064	NA	0	1.1533	NA	NA
NZ_SMKB01000026.1	51523	No terminal repeats	54	11	0.9848	NA	0	16.0394	T_virB11	NF033068
NZ_SOGJ01000036.1	65850	No terminal repeats	67	11	0.9873	NA	0	16.8356	NA	NA
NZ_MASW01000008.1	78124	No terminal repeats	75	11	0.9887	NA	0	11.2326	NA	NF000402
NZ_MBLP01000052.1	101915	No terminal repeats	83	11	0.9449	NA	0	5.4254	NA	NF012174
NZ_MDCQ01000147.1	42970	No terminal repeats	43	11	0.9881	NA	1	12.0453	NA	NA
NZ_MDHD01000241.1	17920	No terminal repeats	17	11	0.8460	NA	0	6.6771	NA	NA
NZ_MLYN01000090.1	105484	No terminal repeats	109	11	0.9879	NA	0	15.1548	NA	NA
NZ_NEUB01000803.1	15190	No terminal repeats	12	11	0.9713	NA	0	5.9824	NA	NA
NZ_NPFW01000023.1	459466	No terminal repeats	458	11	0.9895	NA	3	70.3796	NA	NF012178;NF000496;NF033105;NF012176;NF033476;NF000138;NF033135
NZ_NPKR01000012.1	215069	DTR	213	11	0.9886	NA	3	98.2471	MOBP1	NF000027
NZ_NTGZ01000006.1	82156	No terminal repeats	72	11	0.9824	NA	2	8.2035	MOBP1;MOBP1	NF033068;NF033068
NZ_QGSZ01000241.1	53781	No terminal repeats	40	11	0.9756	NA	0	6.6238	NA	NA
NZ_QGSZ01000339.1	60399	No terminal repeats	59	11	0.9024	NA	0	2.4486	T_virB9	NF000225;NF033145
NZ_QKJW01000001.1	186110	ITR	156	11	0.9852	NA	0	5.7008	NA	NF000225;NF000373;NF000052
NZ_QMIO01000016.1	82804	No terminal repeats	66	11	0.8815	NA	1	0.8758	NA	NF033135
NZ_QURH01000224.1	36392	No terminal repeats	33	11	0.9464	NA	0	4.3788	NA	NF000095;NF012174
NZ_RAQQ01000021.1	137964	No terminal repeats	114	11	0.9713	NA	5	11.2575	MOBP1	NF033068
NZ_SHSX01000037.1	12946	No terminal repeats	12	11	0.7968	NA	0	1.6628	NA	NA
NZ_VYTZ01000014.1	197692	No terminal repeats	144	11	0.9526	NA	0	10.0185	NA	NF033068;NF033083
NZ_WKJV01000116.1	13967	No terminal repeats	12	11	0.9872	NA	0	3.3345	NA	NA
NZ_WWIW01000144.1	28283	No terminal repeats	22	11	0.9761	NA	0	3.8733	NA	NA
NZ_NCTE01000504.1	123469	No terminal repeats	128	11	0.9806	NA	5	6.9898	MOBP1;MOBP1	NA
NZ_NETX01000411.1	33583	DTR	33	11	0.9869	NA	2	8.1465	MOBP1	NA
NZ_NGNT01000043.1	35333	No terminal repeats	25	11	0.9795	NA	0	8.8156	NA	NA
NZ_NMWU01000019.1	65952	No terminal repeats	66	11	0.9555	NA	1	0.9314	FATA_prgF;FATA_prgIb;FATA_cd411	NF000402
NZ_NWVL01000121.1	14788	No terminal repeats	12	11	0.8339	NA	0	0.2203	NA	NF000373
NZ_OESX01000055.1	17301	No terminal repeats	19	11	0.9788	NA	0	4.2564	NA	NA
NZ_POUD01000058.1	39637	No terminal repeats	39	11	0.9780	NA	0	5.3074	NA	NF000025
NZ_QHHV01000148.1	13110	No terminal repeats	11	11	0.9667	NA	0	3.9753	NA	NA
NZ_QXIQ01000061.1	33899	No terminal repeats	33	11	0.9768	NA	0	3.2069	NA	NF033068
NZ_QXMJ01000158.1	133872	No terminal repeats	124	11	0.9311	NA	0	2.2042	NA	NF033134;NF000487
NZ_RPRS01000023.1	33817	No terminal repeats	37	11	0.9821	NA	0	2.6328	NA	NF000496
NZ_RPRW01000002.1	679675	No terminal repeats	610	11	0.9754	NA	0	30.1537	NA	NF000095;NF000095;NF000469;NF033105;NF033135;NF033135;NF000119;NF000025;NF000138;NF012178;NF033135;NF033476;NF033135;NF000487;NF000496;NF000025;NF000052;NF033156
