	Accession_DB	Localisation	start	end	Nuccore	Close_prophage	Cluster	Type	sys_id	Position	replicon	Assembly	New_clade	Type_defensive	Sys_close	Nb_sys_close	Close_type	Close_sys_id	In_plasmid	Close_conservon	LanC	Dehydra_N_Thiopep	Dehydra	Thiopep_Methyl	Methyl	Thiopep	Transporter
84	GCF_000220705.2_NZ_CP023202.1_04368	5346559:5347735	5346559	5347735	NZ_CP023202.1	0	GCF_002811705.1_NZ_PDKQ02000044.1_01313	lanthipeptide-class-i	GCF_000220705.2_NZ_CP023202.1.region018_lanthipeptide-class-i_5336560_5360759	4368	GCF_000220705.2_NZ_CP023202.1	GCF_000220705.2	Clade 7	Lanthiphage	0.0				0	0.0	1	1	0	0	1	0	0
85	GCF_000225525.1_NZ_AGBF01000004.1_04276	19071:20331	19071	20331	NZ_AGBF01000004.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_000225525.1_NZ_AGBF01000004.1.region001_lanthipeptide-class-i_6963_33417	4276	GCF_000225525.1_NZ_AGBF01000004.1	GCF_000225525.1	Clade 9	Lanthiphage	0.0				0	1.0	1	1	0	1	0	0	0
86	GCF_000231035.2_NZ_KI912225.1_00819	156283:157504	156283	157504	NZ_KI912225.1	0	GCF_000430445.1_NZ_KE387086.1_02301	lanthipeptide-class-i	GCF_000231035.2_NZ_KI912225.1.region001_lanthipeptide-class-i_145416_170480	819	GCF_000231035.2_NZ_KI912225.1	GCF_000231035.2	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
87	GCF_000231075.2_NZ_AFWY03000006.1_01371	128909:130061	128909	130061	NZ_AFWY03000006.1	0	GCF_000473265.1_NZ_KI421511.1_05013	lanthipeptide-class-i	GCF_000231075.2_NZ_AFWY03000006.1.region002_lanthipeptide-class-i_115909_140062	1371	GCF_000231075.2_NZ_AFWY03000006.1	GCF_000231075.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
88	GCF_000231075.2_NZ_AFWY03000007.1_02783	86724:87735	86724	87735	NZ_AFWY03000007.1	0	GCF_000371885.1_NZ_AQUL01000001.1_06383	lanthipeptide-class-i	GCF_000231075.2_NZ_AFWY03000007.1.region001_lanthipeptide-class-i_76725_101189	2783	GCF_000231075.2_NZ_AFWY03000007.1	GCF_000231075.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	0	0	0	1	0
89	GCF_000234765.1_NZ_CAFW01000078.1_00930	85473:86781	85473	86781	NZ_CAFW01000078.1	0	GCF_000234765.1_NZ_CAFW01000078.1_00930	lanthipeptide-class-i	GCF_000234765.1_NZ_CAFW01000078.1.region002_lanthipeptide-class-i_75474_88816	930	GCF_000234765.1_NZ_CAFW01000078.1	GCF_000234765.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	0	1
90	GCF_000235425.2_NZ_KI912266.1_03017	2012456:2013587	2012456	2013587	NZ_KI912266.1	0	GCF_001854645.1_NZ_MBLN01000007.1_07643	lanthipeptide-class-i	GCF_000235425.2_NZ_KI912266.1.region006_lanthipeptide-class-i_1999263_2024550	3017	GCF_000235425.2_NZ_KI912266.1	GCF_000235425.2	Clade 2	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
91	GCF_000237305.1_NC_016111.1_02055	639818:641045	639818	641045	NC_016111.1	1	GCF_000237305.1_NC_016111.1_02055	lanthipeptide-class-i	GCF_000237305.1_NC_016111.1.region005_lanthipeptide-class-i_627527_650747	2055	GCF_000237305.1_NC_016111.1	GCF_000237305.1	Clade 1	Lanthiphage	0.0				0	0.0	1	1	0	0	2	1	0
92	GCF_000237305.1_NC_016111.1_04160	2951069:2952341	2951069	2952341	NC_016111.1	0	GCF_016756395.1_NZ_AP018365.1_01812	lanthipeptide-class-i	GCF_000237305.1_NC_016111.1.region012_lanthipeptide-class-i_2938965_2965314	4160	GCF_000237305.1_NC_016111.1	GCF_000237305.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
93	GCF_000239075.1_NZ_AGSW01000044.1_05647	95868:97011	95868	97011	NZ_AGSW01000044.1	0	GCF_000239075.1_NZ_AGSW01000044.1_05647	lanthipeptide-class-i	GCF_000239075.1_NZ_AGSW01000044.1.region001_lanthipeptide-class-i_82840_107974	5647	GCF_000239075.1_NZ_AGSW01000044.1	GCF_000239075.1	Clade 3	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
94	GCF_000239155.1_NZ_AGVX02000374.1_01348	6960:8283	6960	8283	NZ_AGVX02000374.1	0	GCF_000429185.2_NZ_AUBJ02000001.1_01231	lanthipeptide-class-i	GCF_000239155.1_NZ_AGVX02000374.1.region001_lanthipeptide-class-i_1_13632	1348	GCF_000239155.1_NZ_AGVX02000374.1	GCF_000239155.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	1	0
95	GCF_000240165.1_NC_017586.1_02042	639911:641138	639911	641138	NC_017586.1	1	GCF_000237305.1_NC_016111.1_02055	lanthipeptide-class-i	GCF_000240165.1_NC_017586.1.region005_lanthipeptide-class-i_627620_650840	2042	GCF_000240165.1_NC_017586.1	GCF_000240165.1	Clade 1	Lanthiphage	0.0				0	0.0	1	1	0	0	2	1	0
96	GCF_000240165.1_NC_017586.1_04148	2950952:2952224	2950952	2952224	NC_017586.1	0	GCF_016756395.1_NZ_AP018365.1_01812	lanthipeptide-class-i	GCF_000240165.1_NC_017586.1.region012_lanthipeptide-class-i_2938848_2965197	4148	GCF_000240165.1_NC_017586.1	GCF_000240165.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
97	GCF_000242715.1_NZ_AHBF01000028.1_08112	55520:56795	55520	56795	NZ_AHBF01000028.1	0	GCF_000242715.1_NZ_AHBF01000028.1_08112	lanthipeptide-class-i	GCF_000242715.1_NZ_AHBF01000028.1.region001_lanthipeptide-class-i_43418_69864	8112	GCF_000242715.1_NZ_AHBF01000028.1	GCF_000242715.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	1	0	0
98	GCF_000244955.1_NZ_CM001439.1_00106	101657:102908	101657	102908	NZ_CM001439.1	0	GCF_000244955.1_NZ_CM001439.1_00106	lanthipeptide-class-i	GCF_000244955.1_NZ_CM001439.1.region001_lanthipeptide-class-i_88976_113643	106	GCF_000244955.1_NZ_CM001439.1	GCF_000244955.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	1	0	0
99	GCF_000244955.1_NZ_CM001439.1_04103	4342386:4343601	4342386	4343601	NZ_CM001439.1	0	GCF_002846615.1_NZ_PJMY01000003.1_02880	lanthipeptide-class-i	GCF_000244955.1_NZ_CM001439.1.region012_lanthipeptide-class-i_4331911_4369622	4103	GCF_000244955.1_NZ_CM001439.1	GCF_000244955.1	Clade 2	Lanthiphage	0.0				0	0.0	1	0	2	0	2	1	1
100	GCF_000244955.1_NZ_CM001439.1_05196	5511446:5512694	5511446	5512694	NZ_CM001439.1	0	GCF_000244955.1_NZ_CM001439.1_05196	lanthipeptide-class-i	GCF_000244955.1_NZ_CM001439.1.region017_lanthipeptide-class-i_5498385_5523574	5196	GCF_000244955.1_NZ_CM001439.1	GCF_000244955.1	Clade 10	Lanthiphage	1.0	1.0	RM_Type_I	GCF_000244955.1_RM_Type_I_5	0	0.0	1	1	0	0	1	1	0
101	GCF_000250675.2_NC_018681.1_01121	1308271:1309648	1308271	1309648	NC_018681.1	0	GCF_002209125.2_NZ_CP022088.2_04676	lanthipeptide-class-i	GCF_000250675.2_NC_018681.1.region006_lanthipeptide-class-i_1301683_1322481	1121	GCF_000250675.2_NC_018681.1	GCF_000250675.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	4
102	GCF_000250675.2_NC_018681.1_02921	3267922:3269236	3267922	3269236	NC_018681.1	0	GCF_002209125.2_NZ_CP022088.2_02878	lanthipeptide-class-i	GCF_000250675.2_NC_018681.1.region016_lanthipeptide-class-i_3257923_3283637	2921	GCF_000250675.2_NC_018681.1	GCF_000250675.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	2
104	GCF_000250675.2_NC_018681.1_02922	3269250:3270510	3269250	3270510	NC_018681.1	0	GCF_002209125.2_NZ_CP022088.2_02877	lanthipeptide-class-i	GCF_000250675.2_NC_018681.1.region016_lanthipeptide-class-i_3257923_3283637	2922	GCF_000250675.2_NC_018681.1	GCF_000250675.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	2
106	GCF_000258595.1_NZ_AJJM01000082.1_02540	14988:16140	14988	16140	NZ_AJJM01000082.1	0	GCF_000258595.1_NZ_AJJM01000082.1_02540	lanthipeptide-class-i	GCF_000258595.1_NZ_AJJM01000082.1.region001_lanthipeptide-class-i_1921_22649	2540	GCF_000258595.1_NZ_AJJM01000082.1	GCF_000258595.1	Clade 7	Lanthiphage	0.0				1	0.0	1	1	0	0	1	0	0
107	GCF_000258595.1_NZ_AJJM01000142.1_02865	4107:5328	4107	5328	NZ_AJJM01000142.1	0	GCF_023614235.1_NZ_CP094264.1_03870	lanthipeptide-class-i	GCF_000258595.1_NZ_AJJM01000142.1.region001_lanthipeptide-class-i_1_11487	2865	GCF_000258595.1_NZ_AJJM01000142.1	GCF_000258595.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	1	0
108	GCF_000259895.1_NZ_AGNH01000357.1_00048	1663:3073	1663	3073	NZ_AGNH01000357.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_000259895.1_NZ_AGNH01000357.1.region001_lanthipeptide-class-i_1_12693	48	GCF_000259895.1_NZ_AGNH01000357.1	GCF_000259895.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
109	GCF_000262345.1_NZ_AJTQ01000063.1_04996	95813:97172	95813	97172	NZ_AJTQ01000063.1	0	GCF_000262345.1_NZ_AJTQ01000063.1_04996	lanthipeptide-class-i	GCF_000262345.1_NZ_AJTQ01000063.1.region001_lanthipeptide-class-i_85814_110385	4996	GCF_000262345.1_NZ_AJTQ01000063.1	GCF_000262345.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	4
110	GCF_000262465.1_NZ_CM001489.1_00708	917708:918782	917708	918782	NZ_CM001489.1	0	GCF_004337455.1_NZ_SJXI01000056.1_09245	lanthipeptide-class-i	GCF_000262465.1_NZ_CM001489.1.region005_lanthipeptide-class-i_905157_928595	708	GCF_000262465.1_NZ_CM001489.1	GCF_000262465.1	Clade 4	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
111	GCF_000262465.1_NZ_CM001489.1_01404	1791272:1792439	1791272	1792439	NZ_CM001489.1	0	GCF_001854805.1_NZ_MBLO01000043.1_08820	lanthipeptide-class-i	GCF_000262465.1_NZ_CM001489.1.region009_lanthipeptide-class-i_1779808_1802269	1404	GCF_000262465.1_NZ_CM001489.1	GCF_000262465.1	Clade 2	Lanthiphage	0.0				0	0.0	1	0	1	0	1	1	1
112	GCF_000262465.1_NZ_CM001489.1_03340	4138739:4140020	4138739	4140020	NZ_CM001489.1	0	GCF_000262465.1_NZ_CM001489.1_03340	lanthipeptide-class-i	GCF_000262465.1_NZ_CM001489.1.region022_lanthipeptide-class-i_4124122_4150021	3340	GCF_000262465.1_NZ_CM001489.1	GCF_000262465.1	Clade 6	Lanthiphage	1.0	1.0	RM_Type_I	GCF_000262465.1_RM_Type_I_11	0	0.0	1	1	0	0	1	0	0
113	GCF_000269965.1_NC_017219.1_00507	588386:589592	588386	589592	NC_017219.1	0	GCF_000020425.1_NC_011593.1_00508	lanthipeptide-class-i	GCF_000269965.1_NC_017219.1.region003_lanthipeptide-class-i_577671_599593	507	GCF_000269965.1_NC_017219.1	GCF_000269965.1	Non Defensive	lanthipeptide-class-i	1.0	1.0	RosmerTA	GCF_000269965.1_RosmerTA_6	0	0.0	1	0	0	0	0	1	3
114	GCF_000269985.1_NC_016109.1_00448	549692:550928	549692	550928	NC_016109.1	0	GCF_000716965.1_NZ_JNWY01000102.1_00298	lanthipeptide-class-i	GCF_000269985.1_NC_016109.1.region004_lanthipeptide-class-i_536664_557379	448	GCF_000269985.1_NC_016109.1	GCF_000269985.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
115	GCF_000269985.1_NC_016109.1_05695	6593560:6594808	6593560	6594808	NC_016109.1	0	GCF_000716965.1_NZ_JNWY01000013.1_03377	lanthipeptide-class-i	GCF_000269985.1_NC_016109.1.region028_lanthipeptide-class-i_6580670_6605662	5695	GCF_000269985.1_NC_016109.1	GCF_000269985.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	2
116	GCF_000280905.1_NZ_ALAP01000021.1_04869	23740:24964	23740	24964	NZ_ALAP01000021.1	0	GCF_000280905.1_NZ_ALAP01000021.1_04869	lanthipeptide-class-i	GCF_000280905.1_NZ_ALAP01000021.1.region001_lanthipeptide-class-i_10685_35963	4869	GCF_000280905.1_NZ_ALAP01000021.1	GCF_000280905.1	Clade 1	Lanthiphage	1.0	1.0	Lamassu-Cap4_nuclease	GCF_000280905.1_Lamassu-Cap4_nuclease_2	1	0.0	1	1	0	0	1	1	0
117	GCF_000280905.1_NZ_ALAP01000073.1_05379	31703:33125	31703	33125	NZ_ALAP01000073.1	0	GCF_022699385.1_NZ_CP093846.1_04117	lanthipeptide-class-i	GCF_000280905.1_NZ_ALAP01000073.1.region001_lanthipeptide-class-i_21704_46485	5379	GCF_000280905.1_NZ_ALAP01000073.1	GCF_000280905.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	4
118	GCF_000294515.1_NC_018524.1_01909	2259805:2261059	2259805	2261059	NC_018524.1	0	GCF_014651735.1_NZ_BMXL01000040.1_01240	lanthipeptide-class-i	GCF_000294515.1_NC_018524.1.region007_lanthipeptide-class-i_2249343_2273341	1909	GCF_000294515.1_NC_018524.1	GCF_000294515.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
119	GCF_000294515.1_NC_018524.1_03872	4606509:4607646	4606509	4607646	NC_018524.1	0	GCF_000294515.1_NC_018524.1_03872	lanthipeptide-class-i	GCF_000294515.1_NC_018524.1.region018_lanthipeptide-class-i_4593695_4617647	3872	GCF_000294515.1_NC_018524.1	GCF_000294515.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	1	1	0
120	GCF_000297155.3_NZ_CP029159.1_01348	1747817:1749053	1747817	1749053	NZ_CP029159.1	0	GCF_000154925.1_NZ_DS570630.1_02994	lanthipeptide-class-i	GCF_000297155.3_NZ_CP029159.1.region012_lanthipeptide-class-i_1735020_1759876	1348	GCF_000297155.3_NZ_CP029159.1	GCF_000297155.3	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
121	GCF_000297155.3_NZ_CP029159.1_01890	2407537:2408611	2407537	2408611	NZ_CP029159.1	0	GCF_000297155.3_NZ_CP029159.1_01890	lanthipeptide-class-i	GCF_000297155.3_NZ_CP029159.1.region013_lanthipeptide-class-i_2395476_2419822	1890	GCF_000297155.3_NZ_CP029159.1	GCF_000297155.3	Clade 8	Lanthiphage	0.0				0	0.0	1	0	1	1	0	0	0
122	GCF_000297155.3_NZ_CP029159.1_02592	3246887:3248126	3246887	3248126	NZ_CP029159.1	0	GCF_000297155.3_NZ_CP029159.1_02592	lanthipeptide-class-i	GCF_000297155.3_NZ_CP029159.1.region017_lanthipeptide-class-i_3237672_3260303	2592	GCF_000297155.3_NZ_CP029159.1	GCF_000297155.3	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	1	0	0
123	GCF_000297155.3_NZ_CP029159.1_03020	3721607:3722840	3721607	3722840	NZ_CP029159.1	0	GCF_000297155.3_NZ_CP029159.1_03020	lanthipeptide-class-i	GCF_000297155.3_NZ_CP029159.1.region019_lanthipeptide-class-i_3708678_3734945	3020	GCF_000297155.3_NZ_CP029159.1	GCF_000297155.3	Clade 10	Lanthiphage	1.0	2.0	RM_Type_II|RM_Type_IIG	GCF_000297155.3_RM_Type_IIG_4|GCF_000297155.3_RM_Type_II_3	0	0.0	1	1	0	1	0	0	0
124	GCF_000308475.2_NZ_BAFT02000045.1_05932	102332:103709	102332	103709	NZ_BAFT02000045.1	0	GCF_002209125.2_NZ_CP022088.2_04676	lanthipeptide-class-i	GCF_000308475.2_NZ_BAFT02000045.1.region001_lanthipeptide-class-i_89223_113710	5932	GCF_000308475.2_NZ_BAFT02000045.1	GCF_000308475.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	4
125	GCF_000308475.2_NZ_BAFT02000098.1_00949	97501:98761	97501	98761	NZ_BAFT02000098.1	0	GCF_002209125.2_NZ_CP022088.2_02877	lanthipeptide-class-i	GCF_000308475.2_NZ_BAFT02000098.1.region002_lanthipeptide-class-i_64491_110090	949	GCF_000308475.2_NZ_BAFT02000098.1	GCF_000308475.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	6
127	GCF_000308475.2_NZ_BAFT02000098.1_00950	98775:100089	98775	100089	NZ_BAFT02000098.1	0	GCF_002209125.2_NZ_CP022088.2_02878	lanthipeptide-class-i	GCF_000308475.2_NZ_BAFT02000098.1.region002_lanthipeptide-class-i_64491_110090	950	GCF_000308475.2_NZ_BAFT02000098.1	GCF_000308475.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	6
129	GCF_000308615.1_NZ_BAGB01000062.1_03551	185471:186788	185471	186788	NZ_BAGB01000062.1	0	GCF_019890715.1_NZ_JAINZY010000001.1_04510	lanthipeptide-class-i	GCF_000308615.1_NZ_BAGB01000062.1.region001_lanthipeptide-class-i_175472_199718	3551	GCF_000308615.1_NZ_BAGB01000062.1	GCF_000308615.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
130	GCF_000316095.1_NZ_JH993790.1_03834	2759902:2761171	2759902	2761171	NZ_JH993790.1	0	GCF_009864865.1_NZ_WWGA01000065.1_03173	lanthipeptide-class-i	GCF_000316095.1_NZ_JH993790.1.region007_lanthipeptide-class-i_2748334_2771755	3834	GCF_000316095.1_NZ_JH993790.1	GCF_000316095.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
131	GCF_000317595.1_NZ_AEJC01000303.1_04695	27095:28100	27095	28100	NZ_AEJC01000303.1	0	GCF_006547185.1_NZ_SPAZ01000358.1_03935	lanthipeptide-class-i	GCF_000317595.1_NZ_AEJC01000303.1.region001_lanthipeptide-class-i_16067_38101	4695	GCF_000317595.1_NZ_AEJC01000303.1	GCF_000317595.1	Clade 3	Lanthiphage	0.0				0	0.0	1	0	0	0	0	1	0
132	GCF_000317595.1_NZ_AEJC01000353.1_02551	9081:10227	9081	10227	NZ_AEJC01000353.1	0	GCF_014873495.1_NZ_JADBGF010000001.1_00285	lanthipeptide-class-i	GCF_000317595.1_NZ_AEJC01000353.1.region001_lanthipeptide-class-i_1_13279	2551	GCF_000317595.1_NZ_AEJC01000353.1	GCF_000317595.1	Clade 3	Lanthiphage	0.0				1	0.0	1	1	0	0	0	1	0
133	GCF_000317595.1_NZ_AEJC01000397.1_03548	47255:48419	47255	48419	NZ_AEJC01000397.1	0	GCF_014701115.1_NZ_AP023440.1_03283	lanthipeptide-class-i	GCF_000317595.1_NZ_AEJC01000397.1.region001_lanthipeptide-class-i_36406_61358	3548	GCF_000317595.1_NZ_AEJC01000397.1	GCF_000317595.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	0	1	2
134	GCF_000317595.1_NZ_AEJC01000426.1_02408	12226:13378	12226	13378	NZ_AEJC01000426.1	0	GCF_000958545.1_NZ_KQ030481.1_00039	lanthipeptide-class-i	GCF_000317595.1_NZ_AEJC01000426.1.region001_lanthipeptide-class-i_1248_16453	2408	GCF_000317595.1_NZ_AEJC01000426.1	GCF_000317595.1	Clade 3	Lanthiphage	0.0				1	0.0	1	1	0	0	0	1	0
135	GCF_000317595.1_NZ_AEJC01000428.1_08471	21902:22976	21902	22976	NZ_AEJC01000428.1	0	GCF_003994375.1_NZ_CP029042.1_03237	lanthipeptide-class-i	GCF_000317595.1_NZ_AEJC01000428.1.region001_lanthipeptide-class-i_9801_25026	8471	GCF_000317595.1_NZ_AEJC01000428.1	GCF_000317595.1	Clade 8	Lanthiphage	0.0				1	0.0	1	0	2	1	0	0	2
136	GCF_000317595.1_NZ_AEJC01000510.1_07756	37:1375	37	1375	NZ_AEJC01000510.1	0	GCF_009377235.1_NZ_VMNX01000005.1_03415	lanthipeptide-class-i	GCF_000317595.1_NZ_AEJC01000510.1.region001_lanthipeptide-class-i_1_13063	7756	GCF_000317595.1_NZ_AEJC01000510.1	GCF_000317595.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
137	GCF_000317595.1_NZ_AEJC01000620.1_04440	5901:7176	5901	7176	NZ_AEJC01000620.1	0	GCF_009864865.1_NZ_WWGA01000065.1_03173	lanthipeptide-class-i	GCF_000317595.1_NZ_AEJC01000620.1.region001_lanthipeptide-class-i_1_20128	4440	GCF_000317595.1_NZ_AEJC01000620.1	GCF_000317595.1	Clade 10	Lanthiphage	0.0				1	0.0	1	1	0	1	0	0	0
138	GCF_000331005.1_NZ_AEJB01000361.1_07311	361884:363111	361884	363111	NZ_AEJB01000361.1	0	GCF_020982545.1_NZ_JAJKLK010000003.1_02310	lanthipeptide-class-i	GCF_000331005.1_NZ_AEJB01000361.1.region001_lanthipeptide-class-i_348841_374098	7311	GCF_000331005.1_NZ_AEJB01000361.1	GCF_000331005.1	Clade 1	Lanthiphage	0.0				1	1.0	1	1	0	0	3	1	0
139	GCF_000331005.1_NZ_AEJB01000670.1_06481	2125:3403	2125	3403	NZ_AEJB01000670.1	0	GCF_009864865.1_NZ_WWGA01000065.1_03173	lanthipeptide-class-i	GCF_000331005.1_NZ_AEJB01000670.1.region001_lanthipeptide-class-i_1_16367	6481	GCF_000331005.1_NZ_AEJB01000670.1	GCF_000331005.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
140	GCF_000331185.2_NZ_CP048261.1_06452	7155603:7156884	7155603	7156884	NZ_CP048261.1	0	GCF_000720605.1_NZ_JOBS01000026.1_06272	lanthipeptide-class-i	GCF_000331185.2_NZ_CP048261.1.region024_lanthipeptide-class-i_7142548_7166885	6452	GCF_000331185.2_NZ_CP048261.1	GCF_000331185.2	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
141	GCF_000332625.1_NZ_AMLP01000136.1_07975	13922:15197	13922	15197	NZ_AMLP01000136.1	0	GCF_009864865.1_NZ_WWGA01000065.1_03173	lanthipeptide-class-i	GCF_000332625.1_NZ_AMLP01000136.1.region001_lanthipeptide-class-i_1820_28149	7975	GCF_000332625.1_NZ_AMLP01000136.1	GCF_000332625.1	Clade 10	Lanthiphage	1.0	1.0	RosmerTA	GCF_000332625.1_RosmerTA_6	1	0.0	1	1	0	1	0	0	0
142	GCF_000340965.1_NZ_ANAY01000006.1_02902	23198:24443	23198	24443	NZ_ANAY01000006.1	0	GCF_014651735.1_NZ_BMXL01000030.1_03415	lanthipeptide-class-i	GCF_000340965.1_NZ_ANAY01000006.1.region001_lanthipeptide-class-i_11067_36458	2902	GCF_000340965.1_NZ_ANAY01000006.1	GCF_000340965.1	Clade 9	Lanthiphage	1.0	2.0	CBASS_I|RM_Type_II	GCF_000340965.1_CBASS_I_5|GCF_000340965.1_RM_Type_II_8	0	0.0	1	0	1	1	0	0	0
143	GCF_000340965.1_NZ_ANAY01000021.1_03699	29602:31009	29602	31009	NZ_ANAY01000021.1	0	GCF_000340965.1_NZ_ANAY01000021.1_03699	lanthipeptide-class-i	GCF_000340965.1_NZ_ANAY01000021.1.region001_lanthipeptide-class-i_19603_42343	3699	GCF_000340965.1_NZ_ANAY01000021.1	GCF_000340965.1	Non Defensive	lanthipeptide-class-i	1.0	1.0	CAS_Class1-Subtype-I-E	GCF_000340965.1_CAS_Class1-Subtype-I-E_10	0	0.0	1	0	1	0	0	0	3
144	GCF_000341065.1_NZ_ANAX01000299.1_04202	3928:4882	3928	4882	NZ_ANAX01000299.1	0	GCF_001029525.1_NZ_LEKI01000032.1_02779	lanthipeptide-class-i	GCF_000341065.1_NZ_ANAX01000299.1.region001_lanthipeptide-class-i_1_4883	4202	GCF_000341065.1_NZ_ANAX01000299.1	GCF_000341065.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
145	GCF_000341065.1_NZ_ANAX01000329.1_00577	9039:10287	9039	10287	NZ_ANAX01000329.1	0	GCF_028882275.1_NZ_JARBUT010000004.1_00323	lanthipeptide-class-i	GCF_000341065.1_NZ_ANAX01000329.1.region001_lanthipeptide-class-i_1_22483	577	GCF_000341065.1_NZ_ANAX01000329.1	GCF_000341065.1	Clade 9	Lanthiphage	0.0				0	0.0	1	0	1	1	0	0	0
146	GCF_000341165.1_NZ_ANBG01000167.1_02475	77669:78902	77669	78902	NZ_ANBG01000167.1	0	GCF_002263495.1_NZ_CP022753.1_05113	lanthipeptide-class-i	GCF_000341165.1_NZ_ANBG01000167.1.region001_lanthipeptide-class-i_66639_91953	2475	GCF_000341165.1_NZ_ANBG01000167.1	GCF_000341165.1	Clade 1	Lanthiphage	1.0	1.0	RM_Type_I	GCF_000341165.1_RM_Type_I_4	0	0.0	1	1	0	0	1	1	1
147	GCF_000341165.1_NZ_ANBG01000342.1_00296	785:1967	785	1967	NZ_ANBG01000342.1	0	GCF_002263495.1_NZ_CP022753.1_00750	lanthipeptide-class-i	GCF_000341165.1_NZ_ANBG01000342.1.region001_lanthipeptide-class-i_1_11179	296	GCF_000341165.1_NZ_ANBG01000342.1	GCF_000341165.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	2	0	0	1	1
148	GCF_000341185.1_NZ_ANBH01000078.1_02883	7418:8669	7418	8669	NZ_ANBH01000078.1	0	GCF_000341185.1_NZ_ANBH01000078.1_02883	lanthipeptide-class-i	GCF_000341185.1_NZ_ANBH01000078.1.region001_lanthipeptide-class-i_1_20793	2883	GCF_000341185.1_NZ_ANBH01000078.1	GCF_000341185.1	Clade 9	Lanthiphage	0.0				1	0.0	1	0	1	1	0	0	0
149	GCF_000342125.1_NZ_AORZ01000002.1_00578	52743:53967	52743	53967	NZ_AORZ01000002.1	0	GCF_000342125.1_NZ_AORZ01000002.1_00578	lanthipeptide-class-i	GCF_000342125.1_NZ_AORZ01000002.1.region001_lanthipeptide-class-i_41761_66928	578	GCF_000342125.1_NZ_AORZ01000002.1	GCF_000342125.1	Clade 1	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	1
150	GCF_000342125.1_NZ_AORZ01000017.1_04736	9499:10822	9499	10822	NZ_AORZ01000017.1	0	GCF_000342125.1_NZ_AORZ01000017.1_04736	lanthipeptide-class-i	GCF_000342125.1_NZ_AORZ01000017.1.region001_lanthipeptide-class-i_1_20823	4736	GCF_000342125.1_NZ_AORZ01000017.1	GCF_000342125.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	10
